site_no,min_date,max_date,lam1Obs,tau2Obs,tau3Obs,tau4Obs,ar1Obs,amplitudeObs,phaseObs,med_flowObs,cv_flowObs,cv_dailyObs,flow_10Obs,flow_25Obs,flow_50Obs,flow_75Obs,flow_90Obs,flow_15Obs,ma1_mean_disc,ma2_median_disc,ma3_mean_annual_var,ma4,ma5_skew,ma6,ma7,ma8,ma9,ma10,ma11,ma12_jan_mean,ma13_feb_mean,ma14_mar_mean,ma15_apr_mean,ma16_may_mean,ma17_june_mean,ma18_july_mean,ma19_aug_mean,ma20_sep_mean,ma21_oct_mean,ma22_nov_mean,ma23_dec_mean,ma24_jan_var,ma25_feb_var,ma26_mar_var,ma27_apr_var,ma28_may_var,ma29_jun_var,ma30_july_var,ma31_aug_var,ma32_sep_var,ma33_oct_var,ma34_nov_var,ma35_dec_var,ma36,ma37_var_across_months,ma38,ma39_monthly_std_dev,ma40_monthly_skewness,ma41,ma42,ma43,ma44,ma45,ml1,ml2,ml3,ml4,ml5,ml6,ml7,ml8,ml9,ml10,ml11,ml12,ml13_min_monthly_var,ml14_min_annual_flow,ml15,ml16,ml17,ml18,ml19,ml20,ml21,ml22,mh1,mh2,mh3,mh4,mh5,mh6,mh7,mh8,mh9,mh10,mh11,mh12,mh13,mh14_med_annual_max,mh15,mh16_high_flow_index,mh17,mh18,mh19,mh20,mh21,mh22,mh23,mh24,mh25,mh26_high_peak_flow,mh27,fl1_low_flood_pulse,fl2_low_pulse_var,fl3,fh1_high_pulse_count,fh2_high_pulse_var,fh3_high_pulse_count_three,fh4_high_pulse_count_seven,fh5,fh6,fh7,fh8,fh9,fh10,fh11,dl1_min_daily_flow,dl2_min_3_day_avg,dl3,dl4_min_30_day_avg,dl5_min_90_day_avg,dl6_min_flow_var,dl7,dl8,dl9_min_30_day_var,dl10_min_90_day_var,dl11,dl12,dl13,dl14,dl15,dl16,dl17,dl18_zero_flow_days,dl19,dl20,dh1,dh2,dh3,dh4,dh5_max_90_day_avg,dh6,dh7,dh8,dh9,dh10_max_90_day_var,dh11,dh12,dh13,dh14,dh15,dh16,dh17,dh18,dh19,dh20,dh21,dh22,dh23,dh24,ta1,ta2,ta3,tl1_min_flow_julian_day,tl2_min_julian_var,tl3,tl4,th1_max_flow_julian_day,th2_max_julian_var,th3,ra1_rise_rate,ra2_rise_rate_var,ra3_fall_rate,ra4_fall_rate_var,ra5,ra6,ra7,ra8,ra9,comment
CF069,10/1/88,9/30/14,180.78,0.52,0.48,0.36,0.08,0.11,-0.45,179.75,0.35,1.58,30.03,60.1875,114.7,201.9,352.05,40.2325,180.78,114.7,143.09,81.76,1.58,11.74,4.61,3.35,2.81,1.58,1.24,209.85,217.96,252.27,192.16,138.87,142.75,131.15,155.69,224.46,181.8,161.32,164.31,88,78,91,89,100,109,99,115,128,124,104,98,5.78,0.99,2,71.39,0.2,0.01,1.69,0.36,0.93,0.01,99.14,117.86,122.82,87.93,45.26,41.32,46.83,60.88,67.36,68.92,67.12,79.07,91.12,0.08,0.05,0.06,0.1,60.76,5.43,0.53,100.31,0,993.16,906.45,1289.19,912.81,776.47,780.15,564.63,859.51,1598.4,1308.42,883.83,819.93,100.08,21.06,11.27,3.07,1.76,6.28,0.2,0.22,12.38,6.12,7.55,4.51,7.65,13.95,5.62,17.15,48.43,9.54,26.15,24.39,37.96,8.65,24.35,20.19,7.27,26.15,17.46,3.65,0.62,10.24,13.94,19.45,45.12,77.84,100.28,76.31,66.08,75.68,53.06,0.09,0.17,0.39,0.52,0.26,5.23,34.75,0,0,0,2977.35,1385.57,800.53,440.27,292.94,53.51,48.81,45.58,42.5,40.41,25.96,6.98,3.84,2.45,2.58,90.58,12.2,1.78,1.16,3.86,31.59,58.9,2,235.8,0.48,53.44,0.38,197.25,61.28,0.18,0.01,260.75,72.68,0.2,150.39,259.58,76.82,331.76,0.34,0.29,0.13,162.04,6.27,
CF070,10/1/88,9/30/14,144.69,0.54,0.5,0.38,0.08,0.11,-0.59,143.74,0.37,1.69,21.1,43.2375,88.505,160.4,283.05,28.335,144.69,88.5,153.78,86.2,1.63,13.42,5.2,3.71,2.96,1.69,1.32,172.1,177.57,207.6,155.95,113.23,116.36,104.1,119.37,173.58,140.72,126.38,132.03,97,84,97,94,105,115,106,126,141,137,113,107,5.97,1.05,2.13,74.57,0.22,0.01,1.81,0.37,0.97,0.01,77.21,92.94,96.79,68.48,35.93,31.59,34.81,44.79,46.62,46.81,48.58,60.54,97,0.06,0.04,0.05,0.09,60.65,4.22,0.51,101.12,0,890.17,806.43,1110.79,780.63,670.34,692.44,484.89,758.06,1310.35,1094.8,737.84,704.08,99.96,25.08,12.62,3.2,1.81,6.06,0.32,0.22,13.73,7.04,8.72,4.98,8.25,14.98,6.22,17.15,49.26,10.31,25.65,24.45,40.73,9.46,23.88,20.62,7.92,25.65,17.46,3.35,0.65,6.41,9.53,13.31,33.76,60.23,101.07,76.7,66.69,85.05,57.95,0.07,0.15,0.38,0.49,0.24,5.27,33.69,0,0,0,2532.17,1156.87,658.83,363.46,238.2,51.15,46.73,44.94,42.72,41.81,28.61,7.44,4.11,2.46,2.66,86.88,14.46,1.95,1.16,3.85,32.25,56.15,2,261.22,0.44,50.4,0.35,206.85,66.16,0.18,0.01,259.23,75.5,0.2,129.22,263.48,65.13,343.15,0.33,0.31,0.13,160.27,6.69,
CF071,10/1/88,9/30/14,107.6,0.57,0.54,0.4,0.07,0.12,-0.64,102.96,0.39,1.87,13.995,28.145,61.54,115.7,208.4,18.7325,107.6,61.54,169.94,90.9,1.75,14.91,5.83,4.11,3.16,1.81,1.42,131.98,134.01,157.69,118.2,83.91,86.57,74.99,85.03,126.59,102.74,93.11,98.59,110,92,106,100,115,122,115,143,157,155,126,117,6.22,1.13,2.2,78,0.25,0.01,2.02,0.39,1.06,0.05,56.15,68.51,70.12,49.92,27.29,24.05,26.22,28.26,30.23,30.55,33.48,43.45,99.65,0.07,0.04,0.05,0.08,66.56,4.24,0.49,106.35,0,762.49,678.9,924.55,634.49,540.3,557.01,395.26,633.55,1066.74,880.51,595.55,567.57,102.29,29.22,14.93,3.39,1.88,6.08,0.57,0.23,16.25,8.79,9.99,5.82,9.43,16,7.38,16.62,48.3,10.88,25.19,25.8,44.12,11.42,22.96,20.77,9.54,25.19,16.88,3.12,0.65,5.03,6.72,8.97,23.28,43.18,106.32,90.39,78.83,96.26,63.51,0.08,0.15,0.38,0.46,0.23,5.39,36.6,0,0,0,2099.93,951.52,523.46,277.19,180.47,51.71,48.34,45.69,44.16,43.24,34.12,8.51,4.5,2.47,2.56,96.12,21.9,2.04,1.16,4.03,33.54,47.77,2,237,0.4,47,0.35,242.76,66.37,0.18,0.01,270.06,75.71,0.21,102.21,275.37,53.48,357.2,0.34,0.29,0.13,163.04,6.33,
CF072,10/1/88,9/30/14,0.48,0.55,0.48,0.36,0.05,0.12,-0.35,0.48,0.37,1.8,0.056355,0.1256,0.30825,0.5664,0.9014,0.0760525,0.48,0.31,161.99,83.62,1.55,16,6.41,4.51,2.73,1.73,1.42,0.58,0.6,0.69,0.5,0.35,0.37,0.32,0.37,0.59,0.51,0.43,0.46,84,70,88,85,102,117,113,134,146,149,108,106,6.56,1.11,2.25,79.49,0.22,0.01,1.74,0.42,0.96,-0.01,0.3,0.35,0.35,0.25,0.13,0.11,0.13,0.15,0.17,0.19,0.19,0.23,97.88,0.08,0.05,0.08,0.08,55.03,5.32,0.59,83.83,0,2.7,2.25,3.46,2.43,2.06,2.46,1.7,2.75,4.97,4.07,2.4,2.48,114.69,24.66,12.26,2.91,1.83,25.17,0.06,0.28,18.38,7.81,9.41,5.74,8.99,15.84,6.93,14.19,48.7,11.23,19.54,23.71,34.35,7.85,16.77,16.23,6.88,19.54,14.5,3.42,0.5,0.03,0.03,0.04,0.09,0.18,76.33,85.69,72.08,101.59,73.9,0.1,0.13,0.29,0.41,0.18,6,41.89,0,0,0,9.73,4.15,2.3,1.27,0.82,54.72,50.62,46.8,40.38,39.88,31.57,7.46,4.12,2.7,3.7,69.73,15.58,2.06,1.1,4.81,35.21,82.29,2,263.2,0.72,72.14,0.54,235.56,61.24,0.18,0.01,252.98,71.11,0.26,0.41,315.7,0.19,441.95,0.32,0.17,0.07,146.54,10.01,
CF073,10/1/88,9/30/14,0.65,0.58,0.51,0.38,0.06,0.13,-0.46,0.62,0.39,2,0.056405,0.15145,0.38985,0.7413,1.2235,0.0866475,0.65,0.39,179.84,89.22,1.67,21.76,7.43,4.9,2.99,1.88,1.51,0.82,0.84,0.96,0.7,0.49,0.47,0.41,0.44,0.8,0.67,0.58,0.64,98,89,101,82,114,124,131,157,161,169,117,117,7.84,1.24,2.38,85.32,0.23,0.01,2.03,0.44,1,0.05,0.39,0.45,0.46,0.34,0.19,0.14,0.17,0.16,0.2,0.23,0.24,0.31,101.47,0.07,0.04,0.05,0.07,66.36,4.25,0.55,88.42,0,4.47,4.42,5.86,3.16,3.31,3.27,2.38,3.65,6.82,5.68,3.49,3.51,117.74,32.3,14.49,3.14,1.9,19.48,0.33,0.29,22.49,9.67,10.74,6.91,10.11,16.95,8.41,12.65,48.51,21.31,18.54,32.41,40.31,9.54,15.88,16.85,8.35,18.54,12.92,3.31,0.58,0.03,0.03,0.04,0.11,0.21,85.03,98.9,85.93,134.32,88.5,0.08,0.1,0.28,0.39,0.14,6.93,41.01,0,0,0,14.55,6.33,3.4,1.81,1.15,56.04,52.01,46.63,46.06,41.05,37.32,8.72,4.64,2.68,3.7,85.27,25.15,2.31,1.12,5.64,38.13,63,2,236.7,0.72,73.22,0.47,257.89,55.84,0.18,0.01,269.35,77.58,0.16,0.56,338.35,0.29,447.16,0.34,0.13,0.08,158.12,8.12,
CF074,10/1/88,9/30/14,0.61,0.33,0.19,0.19,0.12,0.19,0.59,0.6,0.25,0.85,0.19585,0.3566,0.5513,0.7793,1.087,0.2518,0.61,0.55,66.31,51.81,1.11,5.55,2.73,2.19,1.62,0.98,0.77,0.61,0.66,0.7,0.65,0.49,0.39,0.43,0.58,0.84,0.81,0.64,0.55,14,11,15,15,26,31,31,38,42,30,21,18,3.79,0.73,1.48,58.43,0.09,0.02,1.1,0.26,0.68,0.01,0.49,0.57,0.58,0.55,0.33,0.25,0.32,0.42,0.57,0.63,0.49,0.44,65.76,0.19,0.17,0.18,0.2,68.29,17.34,0.92,90.69,0,0.81,0.87,1.04,0.97,0.69,0.74,0.7,1.01,2.88,1.73,1.01,0.74,186.73,4.35,3.13,1.98,1.42,82.26,1.24,0.13,22.36,6.17,14.14,2.49,7.61,19.99,2.97,4.35,70.98,7.08,5.19,43.92,5.04,0.35,5.81,1.35,0.27,5.19,5.19,2.62,0.62,0.11,0.12,0.13,0.18,0.3,91.64,85.38,80.06,63.19,49.06,0.2,0.24,0.33,0.65,0.36,22.86,79.19,0,0,0,4.37,2.48,1.71,1.27,0.95,139.38,109.31,73.8,34.41,31.8,7.93,3.1,2.3,1.98,18.71,59.21,51.67,3.65,1.33,17.62,84.29,64.17,2.5,203.4,0.71,71.53,0.35,194.97,65.87,0.18,0.06,232.37,68.65,0.18,0.06,1029.06,0.04,890.56,0.36,0.02,0.02,119.62,10.51,
CF075,10/1/88,9/30/14,0.08,0.68,0.6,0.42,0.04,0.07,-1.35,0.08,0.34,2.28,0.002422,0.0091485,0.03548,0.0824025,0.1792,0.00398625,0.08,0.04,224.71,128.15,2,74.04,16.05,9.01,4.42,2.32,1.83,0.08,0.1,0.12,0.1,0.08,0.08,0.07,0.07,0.1,0.07,0.07,0.07,140,137,143,137,161,180,166,210,235,221,207,181,7.51,0.91,1.95,73.25,0.22,0.01,1.44,0.54,0.98,0.07,0.02,0.03,0.04,0.04,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,136.57,0.03,0.01,0.03,0.02,117.79,1.33,0.3,116.87,0,0.56,0.59,0.84,0.65,0.67,0.68,0.53,0.68,1.03,0.82,0.57,0.61,93.89,56.57,22.64,4.48,2.06,94.02,0.23,0.36,17,9.63,10.37,8.52,10.61,16.41,9.37,19.46,50.45,57.19,37.31,18.6,58.81,22.42,31.62,34.5,18.35,37.31,19.5,2.92,0.46,0,0,0,0.02,0.04,Inf,Inf,Inf,78.05,52.92,0,0,0.56,0.26,0.07,4.52,29.27,0,0,0,2.07,0.87,0.47,0.22,0.14,57.22,51.02,45.21,44,38.05,58.34,13.25,6.2,2.42,1.88,53.94,8.53,1.87,1.22,2.53,25.34,69.75,2,214.5,0.71,71.26,0.42,290.34,40.4,0.17,0.01,93.83,80.95,0.37,0.15,204.22,0.06,312.38,0.27,0.95,0.27,134.62,6.76,
CF076,10/1/88,9/30/14,0.14,0.74,0.68,0.47,0.06,0.08,-0.16,0.12,0.49,2.87,0.0086685,0.01251,0.0254,0.128225,0.30515,0.0100825,0.14,0.03,253.34,143.16,4.67,35.22,14.73,10.25,9.89,5.17,3.86,0.17,0.19,0.2,0.13,0.08,0.1,0.1,0.11,0.18,0.15,0.12,0.12,186,168,173,179,200,178,168,201,243,233,207,199,7.88,1.42,3.08,95.95,0.62,0.01,2.08,0.77,1.58,0.13,0.04,0.05,0.04,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,164.53,0.22,0.05,0.21,0.06,38.3,5.08,0.25,38.81,0,1.36,1.27,1.55,1.05,0.73,0.88,0.72,0.95,2.38,1.78,1.19,1.17,116.4,175.76,54.92,10.18,4.28,40.42,0.01,0.24,38.29,32.62,28.59,17,20.76,27.97,23.01,21.23,70.55,18.65,31.65,14.43,115,56.85,36.5,34.19,27.42,31.65,21.62,4.88,0.54,0.01,0.01,0.01,0.02,0.05,24.32,25.42,30.23,66.56,41.93,0.39,0.39,0.79,0.49,0.34,4.07,26.87,0,0,0,4.46,1.87,0.93,0.41,0.25,57.12,56.24,49.34,43.72,53.69,175.59,36.61,16.14,3.36,1.92,67.79,6.56,3.93,2.4,3.01,33.52,59.21,2,206.22,0.71,71.44,0.43,272.09,51.19,0.17,0.01,0.31,76.12,0.42,0.17,308.51,0.11,390.04,0.4,0.32,0.17,172.23,6.8,
CF077,10/1/88,9/30/14,0.04,0.77,0.72,0.52,0.06,0.05,-0.22,0.04,0.45,3.04,0.002756,0.003798,0.0063725,0.03292,0.092025,0.00312425,0.04,0.01,287.44,160.54,4,33.41,13.56,8.67,8.93,4.33,2.91,0.05,0.05,0.06,0.04,0.03,0.03,0.03,0.03,0.05,0.05,0.04,0.03,220,185,192,190,207,181,172,210,262,246,227,229,7.01,1.22,2.71,92.42,0.47,0.01,1.82,0.55,1.45,0.09,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0,0,0.01,0,163.29,0.27,0.05,0.29,0.06,35.44,5.3,0.2,36.91,0,0.45,0.4,0.51,0.36,0.26,0.28,0.24,0.31,0.77,0.58,0.4,0.38,110.5,183.87,54.86,9.21,3.29,273.15,0.27,0.25,30.16,27.89,26.54,17.28,20.81,27.76,21.43,19.88,71.61,16.31,36,13.81,97.08,48.92,41.85,36.92,28.19,36,20.35,4.12,0.5,0,0,0,0.01,0.02,Inf,Inf,Inf,26.15,31.23,0,0,1.57,0.6,0.43,4.37,33.07,0,0,0,1.4,0.59,0.29,0.12,0.07,58.18,57.14,50.97,44.46,54.84,219.69,45.51,18.83,3.08,1.86,66.68,6.05,3.21,2.28,2.65,35.77,57.77,2,201.11,0.71,71.1,0.54,276.96,47.8,0.17,0.01,335.77,74.23,0.42,0.07,269.46,0.03,435.4,0.31,0.79,0.06,142,10.83,
CF078,10/1/88,9/30/14,4.5,0.44,0.34,0.24,0.11,0.13,-0.23,4.58,0.32,1.08,0.965,1.85075,3.4775,5.69025,8.818,1.25425,4.5,3.48,96.52,68.94,1.29,9.15,4.09,3.08,2.26,1.39,1.1,5.04,5.24,5.87,4.66,3.42,3.59,3.52,4.03,5.44,4.82,4.13,4.25,46,48,49,58,64,83,79,77,92,78,61,64,4.49,0.85,1.8,64.56,0.16,0.02,1.45,0.41,0.77,-0.02,2.83,3.18,3.4,2.31,1.58,1.37,1.47,2.02,2.16,2.24,2.13,2.29,81.88,0.1,0.08,0.09,0.12,62.14,8.11,0.63,78.23,0,13.56,13.48,17.73,14.87,12.04,16.62,11.7,13.32,27.42,21.03,13.57,14.33,100.58,11.41,5.84,2.53,1.64,15.4,0.09,0.21,10.1,3.69,5.99,2.98,5.79,12.89,3.76,12.92,51.88,6.85,19.12,24.42,22.35,2.23,19.42,11.15,1.96,19.12,13.46,2.77,0.5,0.38,0.43,0.58,1.18,2.07,78.07,70.34,60.41,64.86,50.34,0.11,0.17,0.34,0.53,0.28,7.17,36.86,0,0,0,50.9,26.01,16.34,10.22,6.96,58.91,46.26,38.38,35.63,36.27,14.64,4.7,2.94,2.38,3.79,71.72,12.7,1.81,1.11,4.88,38.47,70.25,2,230.3,0.13,22.56,0.38,214.43,61.78,0.18,0.01,231.67,73.17,0.22,2.79,241.54,0.98,346.59,0.26,0.27,0.09,126.62,7.18,
CF079,10/1/88,9/30/14,0.53,0.51,0.48,0.39,0.09,0.09,0.65,0.52,0.31,1.88,0.083675,0.183175,0.36395,0.594475,0.9105,0.11425,0.53,0.36,163.35,74.3,1.47,10.9,4.41,3.25,2.3,1.42,1.14,0.56,0.57,0.64,0.5,0.39,0.38,0.38,0.48,0.83,0.63,0.53,0.48,63,61,90,84,90,114,118,128,124,101,92,71,8.4,0.97,1.87,74.9,0.21,0.02,1.14,0.55,0.95,0.03,0.33,0.37,0.3,0.14,0.16,0.11,0.15,0.2,0.27,0.32,0.27,0.28,86.28,0.05,0.03,0,0.1,75.54,3.43,0.59,194.95,0,2.12,2.01,3.38,2.51,2.2,2.25,2.46,2.75,6.78,4.33,2.89,1.94,137.38,21.03,11.58,2.53,1.65,26.64,1.03,0.36,16.54,7.82,10.24,5.65,8.97,15.87,6.31,11.23,48.72,12.31,19.15,25.69,25.65,7.35,16.38,14.15,5.65,19.15,12.08,2.08,0.54,0.02,0.05,0.06,0.11,0.21,166.2,90.52,80.1,69.48,54.21,0.05,0.16,0.3,0.5,0.23,6.34,58.14,0,0,0,11.39,5.65,3.08,1.38,0.88,79.43,69.84,64.82,49.77,35.59,31.3,8.46,3.79,2.26,3.81,82.01,13.78,1.73,1.31,5.32,34.52,69.67,2.1,196,0.72,72.1,0.43,119.86,48.14,0.18,0.01,233.35,66.28,0.17,0.52,323.96,0.17,479.39,0.25,0.18,0.06,123.88,8.44,
CF080,10/1/88,9/30/14,0.8,0.45,0.35,0.25,0.12,0.13,-0.2,0.82,0.33,1.12,0.15705,0.319575,0.6069,1.013,1.5795,0.212425,0.8,0.61,99.4,71.25,1.31,10.06,4.35,3.17,2.33,1.45,1.14,0.91,0.93,1.05,0.8,0.61,0.63,0.63,0.73,0.96,0.85,0.73,0.75,52,50,52,63,68,83,82,81,98,81,68,72,4.54,0.9,1.87,65.04,0.16,0.02,1.51,0.38,0.84,-0.03,0.49,0.56,0.58,0.09,0.26,0.24,0.25,0.36,0.37,0.38,0.36,0.39,90.57,0.02,0.02,0,0.11,71.14,1.95,0.59,239.01,0,2.62,2.46,3.26,2.66,2.27,2.86,2.17,2.56,5.1,3.79,2.54,2.72,98.36,12.11,6.06,2.59,1.66,27.83,0.07,0.21,10.76,3.67,5.13,3.16,5.78,12.04,3.94,13.96,50.5,10.15,19.38,28.03,24.77,2.77,19.08,12.58,2.54,19.38,14.46,2.35,0.5,0.01,0.07,0.1,0.2,0.37,350.46,93.26,72.21,71.22,51.84,0.02,0.16,0.33,0.53,0.26,5.88,32.65,0,0,0,9.2,4.66,2.93,1.81,1.24,57.89,46.46,38.82,35.36,36.47,15.16,4.83,2.98,2.35,3.44,77.79,12.6,1.8,1.08,4.9,29.73,70.63,2,232.9,0.72,72.6,0.46,124.61,50.81,0.18,0.01,237.03,71.46,0.22,0.54,230.75,0.19,332.61,0.25,0.29,0.09,125.35,7.34,
CF081,10/1/88,9/30/14,2.91,0.43,0.34,0.24,0.11,0.14,-0.16,2.97,0.32,1.08,0.6314,1.212,2.2685,3.68425,5.6465,0.835125,2.91,2.27,95.8,68.18,1.28,8.95,4.06,3.04,2.21,1.38,1.09,3.28,3.38,3.78,2.96,2.21,2.3,2.25,2.6,3.51,3.16,2.7,2.78,46,46,48,57,63,80,78,76,92,77,60,64,4.48,0.86,1.8,64.03,0.16,0.02,1.46,0.39,0.78,-0.02,1.86,2.07,2.2,1.39,1.04,0.91,0.96,1.33,1.43,1.48,1.42,1.51,80.6,0.1,0.09,0.09,0.13,59.47,8.76,0.64,80.42,0,8.79,8.55,11.29,9.32,7.72,10.53,7.45,8.66,17.79,13.68,8.7,9.31,101.42,10.79,5.67,2.49,1.62,17.63,0.08,0.21,10.23,3.59,6.24,2.97,5.77,13.17,3.77,12.92,50.67,6.65,18.54,27.3,21.27,2.04,18.73,10.96,1.85,18.54,13.54,2.96,0.5,0.27,0.3,0.4,0.77,1.34,79.39,72.12,60.55,65.22,51.22,0.12,0.18,0.34,0.53,0.28,7.01,36.68,0,0,0,32.74,16.57,10.44,6.56,4.48,59.01,46.63,38.41,34.86,35.75,14.43,4.6,2.89,2.35,3.62,87.78,12.98,1.71,1.1,5.22,37.9,70.25,2,230.3,0.09,19.7,0.38,219.55,60.01,0.17,0.01,223.6,73.78,0.22,1.8,244.56,0.62,356.56,0.25,0.26,0.08,125.85,7.59,
CF082,10/1/88,9/30/14,4.68,0.44,0.34,0.24,0.11,0.13,-0.24,4.76,0.32,1.08,0.99765,1.924,3.6225,5.93125,9.216,1.307,4.68,3.62,96.7,69.23,1.29,9.24,4.11,3.08,2.27,1.4,1.11,5.24,5.47,6.12,4.87,3.57,3.74,3.68,4.2,5.67,4.99,4.29,4.41,46,48,50,58,65,84,79,77,93,78,62,65,4.48,0.85,1.81,64.7,0.16,0.02,1.46,0.41,0.78,-0.02,2.94,3.31,3.54,2.44,1.65,1.41,1.53,2.1,2.24,2.32,2.2,2.38,82.28,0.1,0.08,0.08,0.12,62.65,7.93,0.63,78.38,0,14.14,14.09,18.52,15.57,12.58,17.34,12.22,13.87,28.54,21.84,14.17,14.93,100.22,11.45,5.84,2.55,1.64,15.2,0.09,0.2,10.12,3.65,5.99,2.97,5.76,12.88,3.77,13,53.34,7.23,19.12,24.37,22.54,2.23,19.46,11.35,1.96,19.12,13.54,2.77,0.5,0.39,0.44,0.6,1.23,2.15,77.56,70.33,60.19,65,50.49,0.11,0.17,0.34,0.53,0.28,7.22,36.23,0,0,0,52.99,27.09,17.03,10.65,7.26,58.8,46.19,38.32,35.78,36.4,14.63,4.7,2.94,2.39,3.9,72.39,12.74,1.82,1.11,4.9,38.54,70.25,2,230.3,0.13,22.73,0.38,213.65,61.38,0.18,0.01,231.67,73.17,0.22,2.91,240.1,1.03,343.3,0.26,0.27,0.09,127.12,7.57,
CF083,10/1/88,9/30/14,1.58,0.43,0.33,0.24,0.12,0.14,-0.11,1.61,0.33,1.07,0.3324,0.654475,1.23,2.019,3.0945,0.442575,1.58,1.23,94.82,69.16,1.28,9.32,4.19,3.09,2.25,1.41,1.11,1.79,1.83,2.05,1.58,1.2,1.24,1.23,1.44,1.92,1.73,1.47,1.51,46,46,47,57,62,78,77,75,91,75,59,64,4.47,0.87,1.83,64.55,0.16,0.02,1.49,0.38,0.81,-0.02,1.01,1.12,1.18,0.54,0.56,0.49,0.51,0.74,0.78,0.81,0.77,0.82,82.78,0.1,0.08,0.08,0.12,62.75,8.14,0.63,89.66,0,4.78,4.53,5.99,4.9,4.08,5.42,4.01,4.7,9.51,7.24,4.67,5,100.59,10.93,5.7,2.52,1.64,21.56,0.12,0.2,10.82,3.63,5.84,3,5.72,12.76,3.78,12.77,49.05,7.77,18.08,29.23,22.23,2.08,18,10.88,1.88,18.08,13.31,2.85,0.54,0.14,0.15,0.21,0.41,0.72,87.2,84.11,65.91,67.37,52.5,0.11,0.17,0.33,0.53,0.27,6.89,40.47,0,0,0,17.29,8.94,5.69,3.57,2.44,58.86,46.73,38.58,34.66,35.88,14.06,4.63,2.9,2.34,3.58,77.54,13.29,1.83,1.1,5.27,37.72,64.06,2,230.3,0.18,28.2,0.43,201.3,63.12,0.18,0.01,237.03,71.46,0.22,0.96,242.19,0.33,346.17,0.25,0.26,0.09,124.92,7.99,
CF084,10/1/88,9/30/14,0.66,0.5,0.48,0.37,0.06,0.02,-1.3,0.68,0.26,1.5,0.1259,0.247075,0.4358,0.718475,1.2625,0.162525,0.66,0.44,139.89,80.2,1.5,10.04,4.08,2.91,2.59,1.43,1.07,0.66,0.73,0.84,0.71,0.53,0.63,0.61,0.66,0.83,0.64,0.58,0.54,80,85,92,95,98,120,111,120,130,121,114,100,4.91,0.84,1.57,61.77,0.19,0.02,1.13,0.3,0.71,-0.02,0.31,0.39,0.43,0.34,0.22,0.19,0.22,0.25,0.25,0.27,0.24,0.27,78.09,0.13,0.09,0.11,0.12,62.38,8.91,0.54,74.71,0,2.84,3.07,4.32,3.83,2.86,3.64,3,3.48,6.06,4.56,3.31,2.81,91.63,20.8,10.33,2.87,1.63,22.32,0.45,0.29,9.92,4.84,6.63,4.37,7.04,13.14,5.07,16.46,48.94,5.15,30.42,18.22,33.46,7.54,27.35,22.27,6.46,30.42,16.81,2.77,0.5,0.06,0.07,0.08,0.17,0.33,73.4,64.58,64.32,47.31,34.61,0.14,0.18,0.39,0.57,0.29,4.95,34.78,0,0,0,10.82,5.14,2.91,1.53,1.04,56.16,47.05,44.9,37.5,34.79,24.83,6.68,3.51,2.34,2.63,63.39,8.24,1.49,1.16,3.17,25.33,63,2,206.1,0.72,72.35,0.38,236.58,66.27,0.18,0.01,209.15,73.39,0.25,0.76,203.22,0.26,337.4,0.25,0.46,0.08,130.62,5.73,
CF085,10/1/88,9/30/14,1.26,0.51,0.51,0.4,0.05,0.01,0.35,1.3,0.25,1.59,0.25355,0.469375,0.80545,1.307,2.3465,0.32215,1.26,0.81,148.29,81.6,1.56,9.26,3.84,2.78,2.58,1.39,1.03,1.25,1.36,1.54,1.3,0.98,1.19,1.16,1.29,1.64,1.24,1.13,1.05,86,90,100,103,105,124,115,124,133,123,116,102,4.88,0.78,1.51,60.32,0.17,0.02,1.05,0.3,0.68,-0.03,0.6,0.7,0.77,0.61,0.38,0.34,0.4,0.47,0.49,0.52,0.47,0.51,73.93,0.14,0.09,0.13,0.13,63.56,9.39,0.53,75.47,0,5.83,6.19,8.67,7.7,5.68,7.08,6.06,7.31,12.26,9.4,6.74,5.79,91.49,22.73,11.26,2.9,1.61,16.77,0.39,0.32,10.31,5.32,6.97,4.75,7.46,13.4,5.38,16.77,47.72,3.46,31.88,16.79,34.08,8.92,27.77,23.38,7.65,31.88,17.12,2.92,0.5,0.12,0.13,0.17,0.34,0.64,75.11,70.81,63.14,41.34,32.33,0.15,0.21,0.42,0.58,0.31,4.97,35.8,0,0,0,21.88,10.36,5.77,2.91,1.96,54.87,45.96,45.1,37.12,33.86,27.16,7.16,3.61,2.24,2.47,60.72,8.41,1.45,1.15,3.02,22.65,63,2,206.1,0.44,52.28,0.38,216.22,72.58,0.17,0.01,217.62,73.6,0.25,1.52,206.26,0.53,340.15,0.26,0.48,0.07,132.23,6.16,
